10000	2.5474999994039536
12000	0.9136999994516373
14000	0.639399990439415
16000	0.7749999910593033
18000	0.8206000030040741
20000	0.9331000000238419
22000	1.085099995136261
24000	1.2075999975204468
26000	1.3399000018835068
28000	2.2034000009298325
30000	1.5808999985456467
32000	1.9300000071525574
34000	2.0542000085115433
36000	2.090499997138977
38000	2.1862999945878983
40000	2.3021000027656555
42000	2.5727999955415726
44000	2.9081000089645386
46000	2.8809999972581863
48000	3.0756999999284744
50000	3.2317000031471252
52000	3.423599988222122
54000	3.6851000040769577
56000	3.8120999932289124
58000	3.93469999730587
60000	4.20720000565052
62000	4.491200000047684
64000	4.643800005316734
66000	5.1092000007629395
68000	5.125
70000	5.32660000026226
72000	5.625400006771088
74000	5.792199999094009
76000	6.137299999594688
78000	6.351699993014336
80000	6.528500005602837
82000	6.804399996995926
84000	6.921400010585785
86000	7.343099996447563
88000	7.619100004434586
90000	7.858999997377396
92000	8.043799996376038
94000	8.510499998927116
96000	8.653499990701675
98000	8.815400004386902
100000	9.276700004935265
