10000	0.2062000036239624
12000	0.013600006699562073
14000	0.28370000422000885
16000	0.28939999639987946
18000	0.015499994158744812
20000	0.020400002598762512
22000	0.01850000023841858
24000	0.020400002598762512
26000	0.023000001907348633
28000	0.05550000071525574
30000	0.025600001215934753
32000	0.6501999944448471
34000	0.02940000593662262
36000	0.03530000150203705
38000	0.035800009965896606
40000	0.03239999711513519
42000	0.034999996423721313
44000	0.04499998688697815
46000	0.03730000555515289
48000	0.03909999132156372
50000	0.04069998860359192
52000	0.04169999063014984
54000	0.042699992656707764
56000	0.04469999670982361
58000	0.046199992299079895
60000	0.05140000581741333
62000	0.04909999668598175
64000	0.052099987864494324
66000	0.06550000607967377
68000	0.054200008511543274
70000	0.05650000274181366
72000	0.057999998331069946
74000	0.05830000340938568
76000	0.060499995946884155
78000	0.06400001049041748
80000	0.0632999986410141
82000	0.06639999151229858
84000	0.06669999659061432
86000	0.06829999387264252
88000	0.07010000944137573
90000	0.07250000536441803
92000	0.07269999384880066
94000	0.07520000636577606
96000	0.07999999821186066
98000	0.078000009059906
100000	0.08059999346733093
