10000	2.9479999989271164
12000	0.3092999905347824
14000	0.6630000025033951
16000	0.6844999939203262
18000	0.919299989938736
20000	1.3683000057935715
22000	0.5802000015974045
24000	0.6288000047206879
26000	0.7162000089883804
28000	1.942900002002716
30000	3.3276000022888184
32000	4.854800000786781
34000	1.86599999666214
36000	1.2795000076293945
38000	2.1255000084638596
40000	1.4017000049352646
42000	1.4567999988794327
44000	2.57880000770092
46000	1.5592000037431717
48000	1.6842000037431717
50000	1.7673999965190887
52000	1.7646999955177307
54000	2.402300000190735
56000	1.8755999952554703
58000	2.8530000001192093
60000	2.052299991250038
62000	3.290800005197525
64000	2.3871999979019165
66000	3.73709999024868
68000	2.5518999993801117
70000	3.5229000002145767
72000	2.7701999992132187
74000	3.3656000047922134
76000	2.944599986076355
78000	3.039000004529953
80000	4.207800000905991
82000	3.1844000071287155
84000	3.3871999979019165
86000	4.140100002288818
88000	3.419099986553192
90000	3.4826000034809113
92000	4.3112000077962875
94000	3.752900004386902
96000	3.877700001001358
98000	3.9371999949216843
100000	4.717799991369247
